StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,value_1_1,value_2_1,mourn_1_1,mourn_2_1,identity_stability_1_1,identity_stability_2_1,app_improvement_1,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,ai_companion_app,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID,change_type,change_prompt
2024-10-07 16:16:40,2024-10-07 16:23:13,0,100,393,1,2024-10-07 16:23:14,R_1SPqWtrTk5Uz5pD,anonymous,EN,1,1,2,2,Anonymized,30,16,21,21,74,42,88,3,33,2,NA,"1,3",NA,5,NA,ChatGPT,3,1,1,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:21:12,2024-10-07 16:25:11,0,100,239,1,2024-10-07 16:25:11,R_6cqqvu7nUP9CdQ0,anonymous,EN,1,1,2,2,Anonymized,55,60,30,10,30,20,100,2,32,4,,3,NA,4,NA,CharacterAI,1,4,4,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:23:27,2024-10-07 16:25:16,0,100,108,1,2024-10-07 16:25:16,R_388j6QaNueeK5s5,anonymous,EN,1,1,2,2,Anonymized,64,40,55,59,48,71,49,1,28,1,NA,2,NA,4,NA,CharacterAI,2,4,3,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:23:19,2024-10-07 16:26:59,0,100,220,1,2024-10-07 16:27:00,R_1JEhhcHw0Kem1NI,anonymous,EN,1,1,2,2,Anonymized,10,21,34,0,30,67,86,3,22,2,NA,"3,4",NA,4,NA,Replika,2,4,1,0.5,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:23:11,2024-10-07 16:27:40,0,100,269,1,2024-10-07 16:27:41,R_6cyT0cqySIxH7YR,anonymous,EN,1,1,2,2,Anonymized,35,50,0,0,75,60,100,3,32,1,NA,3,NA,4,NA,Gemini,3,3,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:25:43,2024-10-07 16:28:55,0,100,192,1,2024-10-07 16:28:55,R_65QoR6TDoKF0ofb,anonymous,EN,1,1,2,2,Anonymized,70,70,53,35,65,40,90,2,30,2,NA,3,NA,4,NA,CharacterAI,1,2,15,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:25:18,2024-10-07 16:29:49,0,100,270,1,2024-10-07 16:29:49,R_1G3p3Z6bpKJXnco,anonymous,EN,1,1,2,2,Anonymized,56,57,0,0,60,35,81,1,33,2,NA,2,NA,2,NA,Zoom,1,1,2,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:26:03,2024-10-07 16:29:57,0,100,234,1,2024-10-07 16:29:58,R_50NcSOI8HRjtwJQ,anonymous,EN,1,1,2,2,Anonymized,18,0,0,0,13,0,68,1,39,2,NA,3,NA,3,NA,Alexa,2,4,3,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:28:33,2024-10-07 16:34:24,0,100,350,1,2024-10-07 16:34:24,R_116fKykrQ6AmW5z,anonymous,EN,1,1,2,2,Anonymized,9,17,6,16,65,34,96,3,44,1,NA,3,NA,1,NA,Replika,2,4,8,1,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:25:21,2024-10-07 16:37:02,0,100,700,1,2024-10-07 16:37:03,R_7m2IggZKyPfdLSp,anonymous,EN,1,1,2,2,Anonymized,40,19,41,29,71,30,72,2,29,2,NA,2,NA,4,NA,Google Assistant,2,1,36,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:42:11,2024-10-07 16:44:50,0,100,158,1,2024-10-07 16:44:51,R_71ncTci7kytcJ8G,anonymous,EN,1,1,2,2,Anonymized,54,56,55,54,56,58,57,2,69,1,NA,3,NA,5,NA,Gemini,3,1,6,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:46:56,2024-10-07 16:49:53,0,100,176,1,2024-10-07 16:49:53,R_1i8JW7ecV07FwvR,anonymous,EN,1,1,2,2,Anonymized,29,71,65,40,73,35,71,2,60,2,NA,4,NA,4,NA,chatgpt,2,3,30,5,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 17:07:06,2024-10-07 17:15:54,0,100,528,1,2024-10-07 17:15:55,R_7nMGQInfKMeToqS,anonymous,EN,1,1,2,2,Anonymized,59,50,27,27,77,52,73,3,28,1,NA,3,NA,3,NA,Chat got,3,1,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 17:20:08,2024-10-07 17:35:12,0,100,904,1,2024-10-07 17:35:13,R_5sk5AfbuANRlof7,anonymous,EN,1,1,2,2,Anonymized,89,78,73,81,68,74,82,3,39,2,NA,3,NA,4,NA,chatgp,2,1,2,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 17:38:09,2024-10-07 17:47:09,0,100,540,1,2024-10-07 17:47:10,R_1s6VHQfGFTAY200,anonymous,EN,1,1,2,2,Anonymized,79,62,10,4,87,70,89,2,50,1,NA,2,NA,4,NA,ChatGPT,1,3,6,2.5,4,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 17:53:29,2024-10-07 17:57:12,0,100,223,1,2024-10-07 17:57:13,R_1LdPDAemqRgKN5b,anonymous,EN,1,1,2,2,Anonymized,35,34,40,29,52,37,95,3,36,2,NA,3,NA,5,NA,Replika,1,4,8,1,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 17:59:11,2024-10-07 18:07:46,0,100,515,1,2024-10-07 18:07:46,R_5BmpccqQYtJOQtr,anonymous,EN,1,1,2,2,Anonymized,16,29,15,25,81,68,84,3,47,2,NA,4,NA,4,NA,chatGP T,3,1,2,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 17:55:37,2024-10-07 18:08:30,0,100,772,1,2024-10-07 18:08:30,R_6msjmHbQp6WAQa0,anonymous,EN,1,1,2,2,Anonymized,50,50,100,0,0,0,50,1,22,2,NA,1,NA,3,NA,Replika,1,1,72,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 18:05:35,2024-10-07 18:09:46,0,100,251,1,2024-10-07 18:09:47,R_1EnlFirRegPKlBh,anonymous,EN,1,1,2,2,Anonymized,37,56,87,66,70,65,67,2,31,1,NA,3,NA,5,NA,ChatGPT,2,1,12,2,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 18:17:52,2024-10-07 18:21:53,0,100,241,1,2024-10-07 18:21:54,R_1dEvBk7dl3hXwMx,anonymous,EN,1,1,2,2,Anonymized,50,50,0,0,0,0,100,2,41,1,NA,3,NA,4,NA,Google Assistant,1,3,60,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 18:20:26,2024-10-07 18:25:51,0,100,324,1,2024-10-07 18:25:51,R_7ah16UBe93IrQsN,anonymous,EN,1,1,2,2,Anonymized,50,50,60,30,80,70,0,1,42,1,NA,"3,4,5",NA,2,NA,Alexa,2,1,24,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 18:27:02,2024-10-07 18:34:14,0,100,432,1,2024-10-07 18:34:15,R_2gE9nssIkkFhVBL,anonymous,EN,1,1,2,2,Anonymized,0,15,15,0,15,15,100,3,55,2,NA,1,NA,4,NA,Briefly used do not remember the name,2,1,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 18:49:46,2024-10-07 18:55:45,0,100,359,1,2024-10-07 18:55:46,R_6S0JfJXkLJzai8Z,anonymous,EN,1,1,2,2,Anonymized,58,58,0,0,30,0,54,2,54,2,NA,3,NA,3,NA,chat,2,1,6,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 19:39:35,2024-10-07 19:43:45,0,100,250,1,2024-10-07 19:43:46,R_639tc5Zy1JOHY9b,anonymous,EN,1,1,2,2,Anonymized,4,4,0,0,100,0,50,1,39,1,NA,3,NA,4,NA,alexa,2,1,12,1,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 22:42:50,2024-10-07 22:45:52,0,100,182,1,2024-10-07 22:45:52,R_3xRXeZeBLluBVOV,anonymous,EN,1,1,2,2,Anonymized,40,40,0,0,70,10,90,3,44,1,NA,3,NA,1,NA,Replica,2,2,18,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-08 00:09:44,2024-10-08 00:14:49,0,100,305,1,2024-10-08 00:14:50,R_5k57yHFaQWjy3mJ,anonymous,EN,1,1,2,2,Anonymized,38,26,0,9,21,1,50,1,41,1,NA,3,NA,3,NA,ChatGPT and Replika,3,1,18,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-08 00:46:51,2024-10-08 00:51:35,0,100,284,1,2024-10-08 00:51:36,R_7pPxx9oB92nDBbZ,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,70,1,80,3,61,1,NA,1,NA,5,NA,Amy,2,1,24,1,3,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-08 00:49:52,2024-10-08 00:53:02,0,100,190,1,2024-10-08 00:53:03,R_60pJCUsyPcKIdAs,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,13,100,2,28,1,NA,3,NA,3,NA,Replika,2,1,4,1,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-08 01:04:35,2024-10-08 01:08:36,0,100,241,1,2024-10-08 01:08:36,R_1MKf0L7mnPOFo4U,anonymous,EN,1,1,2,2,Anonymized,61,60,40,35,66,62,68,3,28,1,NA,"3,4",NA,5,NA,Alexa,2,1,24,3,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-08 02:01:49,2024-10-08 02:04:31,0,100,161,1,2024-10-08 02:04:31,R_3r7JzsMB0YM3EsB,anonymous,EN,1,1,2,2,Anonymized,20,5,0,0,0,0,75,2,32,2,NA,3,NA,3,NA,ChatGPT,3,1,2,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-08 02:05:21,2024-10-08 02:07:45,0,100,143,1,2024-10-08 02:07:46,R_5S9xNVGjx0CVNip,anonymous,EN,1,1,2,2,Anonymized,10,0,0,0,0,0,0,1,20,2,NA,4,NA,3,NA,Character ai,3,1,7,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-08 02:07:44,2024-10-08 02:11:20,0,100,216,1,2024-10-08 02:11:21,R_6uxJkUnWyRB4MwM,anonymous,EN,1,1,2,2,Anonymized,6,10,6,4,85,4,50,2,28,4,,4,NA,3,NA,Moescape Tavern,2,2,1,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-08 02:06:14,2024-10-08 02:16:55,0,100,641,1,2024-10-08 02:16:56,R_6XPONP0pu6WIHqp,anonymous,EN,1,1,2,2,Anonymized,0,0,0,1,0,0,82,1,21,1,NA,3,NA,4,NA,ChatGPT,3,3,6,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-08 02:12:58,2024-10-08 02:16:56,0,100,238,1,2024-10-08 02:16:57,R_8Xu7jjVDMm8JZfz,anonymous,EN,1,1,2,2,Anonymized,86,85,83,90,76,84,66,2,53,1,NA,3,NA,4,NA,ChatGTP,1,3,8,3,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-08 02:07:25,2024-10-08 02:18:27,0,100,661,1,2024-10-08 02:18:27,R_7rrJEiRYyNyIQHr,anonymous,EN,1,1,2,2,Anonymized,78,71,0,8,77,80,82,3,38,2,NA,3,NA,5,NA,replika,2,3,6,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-08 02:23:01,2024-10-08 02:23:24,0,100,23,1,2024-10-08 02:23:25,R_3b571YSjrWkURtT,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-08 02:16:56,2024-10-08 02:25:55,0,100,538,1,2024-10-08 02:25:56,R_6YVX4pkRxdy8EK4,anonymous,EN,1,1,2,2,Anonymized,4,9,10,6,9,5,100,1,21,1,NA,1,NA,5,NA,kuki,1,1,17,1,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-08 02:06:03,2024-10-08 02:27:15,0,100,1271,1,2024-10-08 02:27:15,R_6Izcceozw1Toazm,anonymous,EN,1,1,2,2,Anonymized,50,50,30,20,70,70,71,3,27,2,NA,"1,3",NA,1,NA,janitorai,1,2,1,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-08 02:21:06,2024-10-08 02:28:39,0,100,452,1,2024-10-08 02:28:39,R_5CCL6YFl7RmgcFh,anonymous,EN,1,1,2,2,Anonymized,75,23,71,65,14,16,23,2,30,2,NA,"1,4",NA,1,NA,chat gpt,1,1,2,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-08 02:27:49,2024-10-08 02:29:01,0,100,71,1,2024-10-08 02:29:01,R_6OG22s5r3rSlKSJ,anonymous,EN,0.6000000238418579,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-08 02:33:00,2024-10-08 02:33:43,0,100,43,1,2024-10-08 02:33:43,R_7IRw1qzQpGoQ6DI,anonymous,EN,1,1,1,2,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-08 02:36:40,2024-10-08 02:40:26,0,100,226,1,2024-10-08 02:40:27,R_5PHNKEmCkycKhQC,anonymous,EN,NA,1,2,2,Anonymized,50,75,97,100,87,95,2,2,43,1,NA,1,NA,4,NA,AI Dungeon,2,2,2,13,4,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
